state	county	county_name	county_href	metro	metro_name	metro_href	cities
Alabama	Geneva	Geneva County, Alabama	/wiki/Geneva_County,_Alabama	Dothan, AL Metropolitan Statistical Area	Dothan, AL Metropolitan Statistical Area	/wiki/Dothan,_AL_Metropolitan_Statistical_Area	['Dothan']
Alabama	Greene	Greene County, Alabama	/wiki/Greene_County,_Alabama				[]
Alabama	Hale	Hale County, Alabama	/wiki/Hale_County,_Alabama	Tuscaloosa, AL Metropolitan Statistical Area	Tuscaloosa, AL Metropolitan Statistical Area	/wiki/Tuscaloosa,_AL_Metropolitan_Statistical_Area	['Tuscaloosa']
Alabama	Henry	Henry County, Alabama	/wiki/Henry_County,_Alabama	Dothan, AL Metropolitan Statistical Area	Dothan, AL Metropolitan Statistical Area	/wiki/Dothan,_AL_Metropolitan_Statistical_Area	['Dothan']
Alabama	Houston	Houston County, Alabama	/wiki/Houston_County,_Alabama	Dothan, AL Metropolitan Statistical Area	Dothan, AL Metropolitan Statistical Area	/wiki/Dothan,_AL_Metropolitan_Statistical_Area	['Dothan']
Alabama	Jackson	Jackson County, Alabama	/wiki/Jackson_County,_Alabama	Scottsboro, AL Micropolitan Statistical Area	Scottsboro, AL Micropolitan Statistical Area	/wiki/Scottsboro,_AL_Micropolitan_Statistical_Area	['Scottsboro']
Alabama	Jefferson	Jefferson County, Alabama	/wiki/Jefferson_County,_Alabama	Birmingham-Hoover, AL Metropolitan Statistical Area	Birmingham-Hoover, AL Metropolitan Statistical Area	/wiki/Birmingham-Hoover,_AL_Metropolitan_Statistical_Area	['Birmingham', 'Hoover']
Alabama	Lamar	Lamar County, Alabama	/wiki/Lamar_County,_Alabama				[]
Alabama	Lauderdale	Lauderdale County, Alabama	/wiki/Lauderdale_County,_Alabama	Florence-Muscle Shoals, AL Metropolitan Statistical Area	Florence-Muscle Shoals, AL Metropolitan Statistical Area	/wiki/Florence-Muscle_Shoals,_AL_Metropolitan_Statistical_Area	['Florence', 'Muscle Shoals']
Alabama	Lawrence	Lawrence County, Alabama	/wiki/Lawrence_County,_Alabama	Decatur, AL Metropolitan Statistical Area	Decatur, AL Metropolitan Statistical Area	/wiki/Decatur,_AL_Metropolitan_Statistical_Area	['Decatur']
Alabama	Lee	Lee County, Alabama	/wiki/Lee_County,_Alabama	Auburn-Opelika, AL Metropolitan Statistical Area	Auburn-Opelika, AL Metropolitan Statistical Area	/wiki/Auburn-Opelika,_AL_Metropolitan_Statistical_Area	['Auburn', 'Opelika']
Alabama	Limestone	Limestone County, Alabama	/wiki/Limestone_County,_Alabama	Huntsville, AL Metropolitan Statistical Area	Huntsville, AL Metropolitan Statistical Area	/wiki/Huntsville,_AL_Metropolitan_Statistical_Area	['Huntsville']
Alabama	Lowndes	Lowndes County, Alabama	/wiki/Lowndes_County,_Alabama	Montgomery, AL Metropolitan Statistical Area	Montgomery, AL Metropolitan Statistical Area	/wiki/Montgomery,_AL_Metropolitan_Statistical_Area	['Montgomery']
Alabama	Macon	Macon County, Alabama	/wiki/Macon_County,_Alabama				[]
Alabama	Madison	Madison County, Alabama	/wiki/Madison_County,_Alabama	Huntsville, AL Metropolitan Statistical Area	Huntsville, AL Metropolitan Statistical Area	/wiki/Huntsville,_AL_Metropolitan_Statistical_Area	['Huntsville']
Alabama	Marengo	Marengo County, Alabama	/wiki/Marengo_County,_Alabama				[]
Alabama	Marion	Marion County, Alabama	/wiki/Marion_County,_Alabama				[]
Alabama	Marshall	Marshall County, Alabama	/wiki/Marshall_County,_Alabama	Albertville, AL Micropolitan Statistical Area	Albertville, AL Micropolitan Statistical Area	/wiki/Albertville,_AL_Micropolitan_Statistical_Area	['Albertville']
Alabama	Mobile	Mobile County, Alabama	/wiki/Mobile_County,_Alabama	Mobile, AL Metropolitan Statistical Area	Mobile, AL Metropolitan Statistical Area	/wiki/Mobile,_AL_Metropolitan_Statistical_Area	['Mobile']
Alabama	Monroe	Monroe County, Alabama	/wiki/Monroe_County,_Alabama				[]
Alabama	Montgomery	Montgomery County, Alabama	/wiki/Montgomery_County,_Alabama	Montgomery, AL Metropolitan Statistical Area	Montgomery, AL Metropolitan Statistical Area	/wiki/Montgomery,_AL_Metropolitan_Statistical_Area	['Montgomery']
Alabama	Morgan	Morgan County, Alabama	/wiki/Morgan_County,_Alabama	Decatur, AL Metropolitan Statistical Area	Decatur, AL Metropolitan Statistical Area	/wiki/Decatur,_AL_Metropolitan_Statistical_Area	['Decatur']
Alabama	Perry	Perry County, Alabama	/wiki/Perry_County,_Alabama				[]
Alabama	Pickens	Pickens County, Alabama	/wiki/Pickens_County,_Alabama	Tuscaloosa, AL Metropolitan Statistical Area	Tuscaloosa, AL Metropolitan Statistical Area	/wiki/Tuscaloosa,_AL_Metropolitan_Statistical_Area	['Tuscaloosa']
Alabama	Pike	Pike County, Alabama	/wiki/Pike_County,_Alabama	Troy, AL Micropolitan Statistical Area	Troy, AL Micropolitan Statistical Area	/wiki/Troy,_AL_Micropolitan_Statistical_Area	['Troy']
Alabama	Randolph	Randolph County, Alabama	/wiki/Randolph_County,_Alabama				[]
Alabama	Russell	Russell County, Alabama	/wiki/Russell_County,_Alabama	Columbus, GA-AL Metropolitan Statistical Area	Columbus, GA-AL Metropolitan Statistical Area	/wiki/Columbus,_GA-AL_Metropolitan_Statistical_Area	['Columbus']
Alabama	St. Clair	St. Clair County, Alabama	/wiki/St._Clair_County,_Alabama	Birmingham-Hoover, AL Metropolitan Statistical Area	Birmingham-Hoover, AL Metropolitan Statistical Area	/wiki/Birmingham-Hoover,_AL_Metropolitan_Statistical_Area	['Birmingham', 'Hoover']
Alabama	Shelby	Shelby County, Alabama	/wiki/Shelby_County,_Alabama	Birmingham-Hoover, AL Metropolitan Statistical Area	Birmingham-Hoover, AL Metropolitan Statistical Area	/wiki/Birmingham-Hoover,_AL_Metropolitan_Statistical_Area	['Birmingham', 'Hoover']
Alabama	Sumter	Sumter County, Alabama	/wiki/Sumter_County,_Alabama				[]
Alabama	Talladega	Talladega County, Alabama	/wiki/Talladega_County,_Alabama	Talladega-Sylacauga, AL Micropolitan Statistical Area	Talladega-Sylacauga, AL Micropolitan Statistical Area	/wiki/Talladega-Sylacauga,_AL_Micropolitan_Statistical_Area	['Talladega', 'Sylacauga']
Alabama	Tallapoosa	Tallapoosa County, Alabama	/wiki/Tallapoosa_County,_Alabama				[]
Alabama	Tuscaloosa	Tuscaloosa County, Alabama	/wiki/Tuscaloosa_County,_Alabama	Tuscaloosa, AL Metropolitan Statistical Area	Tuscaloosa, AL Metropolitan Statistical Area	/wiki/Tuscaloosa,_AL_Metropolitan_Statistical_Area	['Tuscaloosa']
Alabama	Walker	Walker County, Alabama	/wiki/Walker_County,_Alabama	Birmingham-Hoover, AL Metropolitan Statistical Area	Birmingham-Hoover, AL Metropolitan Statistical Area	/wiki/Birmingham-Hoover,_AL_Metropolitan_Statistical_Area	['Birmingham', 'Hoover']
Alabama	Washington	Washington County, Alabama	/wiki/Washington_County,_Alabama				[]
Alabama	Wilcox	Wilcox County, Alabama	/wiki/Wilcox_County,_Alabama				[]
Alabama	Winston	Winston County, Alabama	/wiki/Winston_County,_Alabama				[]
Alaska	Aleutians East Borough	Aleutians East Borough, Alaska	/wiki/Aleutians_East_Borough,_Alaska				[]
Alaska	Aleutians West Census Area	Aleutians West Census Area, Alaska	/wiki/Aleutians_West_Census_Area,_Alaska				[]
Alaska	Anchorage, Municipality of	Anchorage, Alaska	/wiki/Anchorage,_Alaska	Anchorage, AK Metropolitan Statistical Area	Anchorage, AK Metropolitan Statistical Area	/wiki/Anchorage,_AK_Metropolitan_Statistical_Area	['Anchorage', 'Anchorage, Alaska']
Alaska	Bethel Census Area	Bethel Census Area, Alaska	/wiki/Bethel_Census_Area,_Alaska				[]
Alaska	Bristol Bay Borough	Bristol Bay Borough, Alaska	/wiki/Bristol_Bay_Borough,_Alaska				[]
Alaska	Chugach Census Area	Valdez–Cordova Census Area, Alaska	/wiki/Valdez%E2%80%93Cordova_Census_Area,_Alaska				[]
Alaska	Copper River Census Area	Valdez–Cordova Census Area, Alaska	/wiki/Valdez%E2%80%93Cordova_Census_Area,_Alaska				[]
Alaska	Denali Borough	Denali Borough, Alaska	/wiki/Denali_Borough,_Alaska				[]
Alaska	Dillingham Census Area	Dillingham Census Area, Alaska	/wiki/Dillingham_Census_Area,_Alaska				[]
Alaska	Fairbanks North Star Borough	Fairbanks North Star Borough, Alaska	/wiki/Fairbanks_North_Star_Borough,_Alaska	Fairbanks, AK Metropolitan Statistical Area	Fairbanks, AK Metropolitan Statistical Area	/wiki/Fairbanks,_AK_Metropolitan_Statistical_Area	['Fairbanks', 'Fairbanks North Star Borough, Alaska']
Alaska	Haines Borough	Haines Borough, Alaska	/wiki/Haines_Borough,_Alaska				[]
Alaska	Hoonah–Angoon Census Area	Hoonah–Angoon Census Area, Alaska	/wiki/Hoonah%E2%80%93Angoon_Census_Area,_Alaska				[]
Alaska	Juneau, City and Borough of	Juneau, Alaska	/wiki/Juneau,_Alaska	Juneau, AK Micropolitan Statistical Area	Juneau, AK Micropolitan Statistical Area	/wiki/Juneau,_AK_Micropolitan_Statistical_Area	['Juneau', 'Juneau, Alaska']
Alaska	Kenai Peninsula Borough	Kenai Peninsula Borough, Alaska	/wiki/Kenai_Peninsula_Borough,_Alaska				[]
Alaska	Ketchikan Gateway Borough	Ketchikan Gateway Borough, Alaska	/wiki/Ketchikan_Gateway_Borough,_Alaska	Ketchikan, AK Micropolitan Statistical Area	Ketchikan, AK Micropolitan Statistical Area	/wiki/Ketchikan,_AK_Micropolitan_Statistical_Area	['Ketchikan', 'Ketchikan Gateway Borough, Alaska']
Alaska	Kodiak Island Borough	Kodiak Island Borough, Alaska	/wiki/Kodiak_Island_Borough,_Alaska				[]
Alaska	Kusilvak Census Area	Kusilvak Census Area, Alaska	/wiki/Kusilvak_Census_Area,_Alaska				[]
Alaska	Lake and Peninsula Borough	Lake and Peninsula Borough, Alaska	/wiki/Lake_and_Peninsula_Borough,_Alaska				[]
Alaska	Matanuska-Susitna Borough	Matanuska-Susitna Borough, Alaska	/wiki/Matanuska-Susitna_Borough,_Alaska	Anchorage, AK Metropolitan Statistical Area	Anchorage, AK Metropolitan Statistical Area	/wiki/Anchorage,_AK_Metropolitan_Statistical_Area	['Anchorage', 'Matanuska-Susitna Borough, Alaska']
Alaska	Nome Census Area	Nome Census Area, Alaska	/wiki/Nome_Census_Area,_Alaska				[]
Alaska	North Slope Borough	North Slope Borough, Alaska	/wiki/North_Slope_Borough,_Alaska				[]
Alaska	Northwest Arctic Borough	Northwest Arctic Borough, Alaska	/wiki/Northwest_Arctic_Borough,_Alaska				[]
Alaska	Petersburg Borough	Petersburg Borough, Alaska	/wiki/Petersburg_Borough,_Alaska				[]
Alaska	Prince of Wales – Hyder Census Area	Prince of Wales – Hyder Census Area, Alaska	/wiki/Prince_of_Wales_%E2%80%93_Hyder_Census_Area,_Alaska				[]
Alaska	Sitka, City and Borough of	Sitka, Alaska	/wiki/Sitka,_Alaska				[]
Alaska	Skagway, Municipality of	Skagway, Alaska	/wiki/Skagway,_Alaska				[]
Alaska	Southeast Fairbanks Census Area	Southeast Fairbanks Census Area, Alaska	/wiki/Southeast_Fairbanks_Census_Area,_Alaska				[]
Alaska	Wrangell, City and Borough of	Wrangell, Alaska	/wiki/Wrangell,_Alaska				[]
Alaska	Yakutat, City and Borough of	Yakutat, Alaska	/wiki/Yakutat,_Alaska				[]
Alaska	Yukon–Koyukuk Census Area	Yukon–Koyukuk Census Area, Alaska	/wiki/Yukon%E2%80%93Koyukuk_Census_Area,_Alaska				[]
American Samoa	Eastern District	Eastern District, American Samoa	/wiki/Eastern_District,_American_Samoa				[]
American Samoa	Manu'a District	Manu'a District, American Samoa	/wiki/Manu%27a_District,_American_Samoa				[]
American Samoa	Rose Atoll (Rose Island)	Rose Atoll	/wiki/Rose_Atoll				[]
American Samoa	Swains Island	Swains Island	/wiki/Swains_Island				[]
American Samoa	Western District	Western District, American Samoa	/wiki/Western_District,_American_Samoa				[]
Arizona	Apache	Apache County, Arizona	/wiki/Apache_County,_Arizona				[]
Arizona	Cochise	Cochise County, Arizona	/wiki/Cochise_County,_Arizona	Sierra Vista-Douglas, AZ Metropolitan Statistical Area	Sierra Vista-Douglas, AZ Metropolitan Statistical Area	/wiki/Sierra_Vista-Douglas,_AZ_Metropolitan_Statistical_Area	['Sierra Vista', 'Douglas']
Arizona	Coconino	Coconino County, Arizona	/wiki/Coconino_County,_Arizona	Flagstaff, AZ Metropolitan Statistical Area	Flagstaff, AZ Metropolitan Statistical Area	/wiki/Flagstaff,_AZ_Metropolitan_Statistical_Area	['Flagstaff']
Arizona	Gila	Gila County, Arizona	/wiki/Gila_County,_Arizona	Payson, AZ Micropolitan Statistical Area	Payson, AZ Micropolitan Statistical Area	/wiki/Payson,_AZ_Micropolitan_Statistical_Area	['Payson']
Arizona	Graham	Graham County, Arizona	/wiki/Graham_County,_Arizona	Safford, AZ Micropolitan Statistical Area	Safford, AZ Micropolitan Statistical Area	/wiki/Safford,_AZ_Micropolitan_Statistical_Area	['Safford']
Arizona	Greenlee	Greenlee County, Arizona	/wiki/Greenlee_County,_Arizona				[]
Arizona	La Paz	La Paz County, Arizona	/wiki/La_Paz_County,_Arizona				[]
Arizona	Maricopa	Maricopa County, Arizona	/wiki/Maricopa_County,_Arizona	Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area	Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area	/wiki/Phoenix-Mesa-Scottsdale,_AZ_Metropolitan_Statistical_Area	['Phoenix', 'Mesa', 'Scottsdale']
Arizona	Mohave	Mohave County, Arizona	/wiki/Mohave_County,_Arizona	Lake Havasu City-Kingman, AZ Metropolitan Statistical Area	Lake Havasu City-Kingman, AZ Metropolitan Statistical Area	/wiki/Lake_Havasu_City-Kingman,_AZ_Metropolitan_Statistical_Area	['Lake Havasu City', 'Kingman']
Arizona	Navajo	Navajo County, Arizona	/wiki/Navajo_County,_Arizona	Show Low, AZ Micropolitan Statistical Area	Show Low, AZ Micropolitan Statistical Area	/wiki/Show_Low,_AZ_Micropolitan_Statistical_Area	['Show Low']
Arizona	Pima	Pima County, Arizona	/wiki/Pima_County,_Arizona	Tucson, AZ Metropolitan Statistical Area	Tucson, AZ Metropolitan Statistical Area	/wiki/Tucson,_AZ_Metropolitan_Statistical_Area	['Tucson']
Arizona	Pinal	Pinal County, Arizona	/wiki/Pinal_County,_Arizona	Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area	Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area	/wiki/Phoenix-Mesa-Scottsdale,_AZ_Metropolitan_Statistical_Area	['Phoenix', 'Mesa', 'Scottsdale']
Arizona	Santa Cruz	Santa Cruz County, Arizona	/wiki/Santa_Cruz_County,_Arizona	Nogales, AZ Micropolitan Statistical Area	Nogales, AZ Micropolitan Statistical Area	/wiki/Nogales,_AZ_Micropolitan_Statistical_Area	['Nogales']
Arizona	Yavapai	Yavapai County, Arizona	/wiki/Yavapai_County,_Arizona	Prescott, AZ Metropolitan Statistical Area	Prescott, AZ Metropolitan Statistical Area	/wiki/Prescott,_AZ_Metropolitan_Statistical_Area	['Prescott']
Arizona	Yuma	Yuma County, Arizona	/wiki/Yuma_County,_Arizona	Yuma, AZ Metropolitan Statistical Area	Yuma, AZ Metropolitan Statistical Area	/wiki/Yuma,_AZ_Metropolitan_Statistical_Area	['Yuma']
Arkansas	Arkansas	Arkansas County, Arkansas	/wiki/Arkansas_County,_Arkansas	Yuma, AZ Metropolitan Statistical Area			[]
Arkansas	Ashley	Ashley County, Arkansas	/wiki/Ashley_County,_Arkansas				[]
Arkansas	Baxter	Baxter County, Arkansas	/wiki/Baxter_County,_Arkansas	Mountain Home, AR Micropolitan Statistical Area	Mountain Home, AR Micropolitan Statistical Area	/wiki/Mountain_Home,_AR_Micropolitan_Statistical_Area	['Mountain Home']
Arkansas	Benton	Benton County, Arkansas	/wiki/Benton_County,_Arkansas	Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area	Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area	/wiki/Fayetteville-Springdale-Rogers,_AR-MO_Metropolitan_Statistical_Area	['Fayetteville', 'Springdale', 'Rogers']
Arkansas	Boone	Boone County, Arkansas	/wiki/Boone_County,_Arkansas	Harrison, AR Micropolitan Statistical Area	Harrison, AR Micropolitan Statistical Area	/wiki/Harrison,_AR_Micropolitan_Statistical_Area	['Harrison']
Arkansas	Bradley	Bradley County, Arkansas	/wiki/Bradley_County,_Arkansas				[]
Arkansas	Calhoun	Calhoun County, Arkansas	/wiki/Calhoun_County,_Arkansas	Camden, AR Micropolitan Statistical Area	Camden, AR Micropolitan Statistical Area	/wiki/Camden,_AR_Micropolitan_Statistical_Area	['Camden']
Arkansas	Carroll	Carroll County, Arkansas	/wiki/Carroll_County,_Arkansas				[]
Arkansas	Chicot	Chicot County, Arkansas	/wiki/Chicot_County,_Arkansas				[]
Arkansas	Clark	Clark County, Arkansas	/wiki/Clark_County,_Arkansas	Arkadelphia, AR Micropolitan Statistical Area	Arkadelphia, AR Micropolitan Statistical Area	/wiki/Arkadelphia,_AR_Micropolitan_Statistical_Area	['Arkadelphia']
Arkansas	Clay	Clay County, Arkansas	/wiki/Clay_County,_Arkansas				[]
Arkansas	Cleburne	Cleburne County, Arkansas	/wiki/Cleburne_County,_Arkansas				[]
Arkansas	Cleveland	Cleveland County, Arkansas	/wiki/Cleveland_County,_Arkansas	Pine Bluff, AR Metropolitan Statistical Area	Pine Bluff, AR Metropolitan Statistical Area	/wiki/Pine_Bluff,_AR_Metropolitan_Statistical_Area	['Pine Bluff']
Arkansas	Columbia	Columbia County, Arkansas	/wiki/Columbia_County,_Arkansas	Magnolia, AR Micropolitan Statistical Area	Magnolia, AR Micropolitan Statistical Area	/wiki/Magnolia,_AR_Micropolitan_Statistical_Area	['Magnolia']
Arkansas	Conway	Conway County, Arkansas	/wiki/Conway_County,_Arkansas				[]
Arkansas	Craighead	Craighead County, Arkansas	/wiki/Craighead_County,_Arkansas	Jonesboro, AR Metropolitan Statistical Area	Jonesboro, AR Metropolitan Statistical Area	/wiki/Jonesboro,_AR_Metropolitan_Statistical_Area	['Jonesboro']
Arkansas	Crawford	Crawford County, Arkansas	/wiki/Crawford_County,_Arkansas	Fort Smith, AR-OK Metropolitan Statistical Area	Fort Smith, AR-OK Metropolitan Statistical Area	/wiki/Fort_Smith,_AR-OK_Metropolitan_Statistical_Area	['Fort Smith']
Arkansas	Crittenden	Crittenden County, Arkansas	/wiki/Crittenden_County,_Arkansas	Memphis, TN-MS-AR Metropolitan Statistical Area	Memphis, TN-MS-AR Metropolitan Statistical Area	/wiki/Memphis,_TN-MS-AR_Metropolitan_Statistical_Area	['Memphis']
Arkansas	Cross	Cross County, Arkansas	/wiki/Cross_County,_Arkansas				[]
Arkansas	Dallas	Dallas County, Arkansas	/wiki/Dallas_County,_Arkansas				[]
Arkansas	Desha	Desha County, Arkansas	/wiki/Desha_County,_Arkansas				[]
Arkansas	Drew	Drew County, Arkansas	/wiki/Drew_County,_Arkansas				[]
Arkansas	Faulkner	Faulkner County, Arkansas	/wiki/Faulkner_County,_Arkansas	Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area	Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area	/wiki/Little_Rock-North_Little_Rock-Conway,_AR_Metropolitan_Statistical_Area	['Little Rock', 'North Little Rock', 'Conway']
Arkansas	Franklin	Franklin County, Arkansas	/wiki/Franklin_County,_Arkansas				[]
Arkansas	Fulton	Fulton County, Arkansas	/wiki/Fulton_County,_Arkansas				[]
Arkansas	Garland	Garland County, Arkansas	/wiki/Garland_County,_Arkansas	Hot Springs, AR Metropolitan Statistical Area	Hot Springs, AR Metropolitan Statistical Area	/wiki/Hot_Springs,_AR_Metropolitan_Statistical_Area	['Hot Springs']
Arkansas	Grant	Grant County, Arkansas	/wiki/Grant_County,_Arkansas	Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area	Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area	/wiki/Little_Rock-North_Little_Rock-Conway,_AR_Metropolitan_Statistical_Area	['Little Rock', 'North Little Rock', 'Conway']
Arkansas	Greene	Greene County, Arkansas	/wiki/Greene_County,_Arkansas	Paragould, AR Micropolitan Statistical Area	Paragould, AR Micropolitan Statistical Area	/wiki/Paragould,_AR_Micropolitan_Statistical_Area	['Paragould']
Arkansas	Hempstead	Hempstead County, Arkansas	/wiki/Hempstead_County,_Arkansas				[]
Arkansas	Hot Spring	Hot Spring County, Arkansas	/wiki/Hot_Spring_County,_Arkansas	Malvern, AR Micropolitan Statistical Area	Malvern, AR Micropolitan Statistical Area	/wiki/Malvern,_AR_Micropolitan_Statistical_Area	['Malvern']
Arkansas	Howard	Howard County, Arkansas	/wiki/Howard_County,_Arkansas				[]
Arkansas	Independence	Independence County, Arkansas	/wiki/Independence_County,_Arkansas	Batesville, AR Micropolitan Statistical Area	Batesville, AR Micropolitan Statistical Area	/wiki/Batesville,_AR_Micropolitan_Statistical_Area	['Batesville']
Arkansas	Izard	Izard County, Arkansas	/wiki/Izard_County,_Arkansas				[]
Arkansas	Jackson	Jackson County, Arkansas	/wiki/Jackson_County,_Arkansas				[]
Arkansas	Jefferson	Jefferson County, Arkansas	/wiki/Jefferson_County,_Arkansas	Pine Bluff, AR Metropolitan Statistical Area	Pine Bluff, AR Metropolitan Statistical Area	/wiki/Pine_Bluff,_AR_Metropolitan_Statistical_Area	['Pine Bluff']
Arkansas	Johnson	Johnson County, Arkansas	/wiki/Johnson_County,_Arkansas				[]
Arkansas	Lafayette	Lafayette County, Arkansas	/wiki/Lafayette_County,_Arkansas				[]
Arkansas	Lawrence	Lawrence County, Arkansas	/wiki/Lawrence_County,_Arkansas				[]
Arkansas	Lee	Lee County, Arkansas	/wiki/Lee_County,_Arkansas				[]
Arkansas	Lincoln	Lincoln County, Arkansas	/wiki/Lincoln_County,_Arkansas	Pine Bluff, AR Metropolitan Statistical Area	Pine Bluff, AR Metropolitan Statistical Area	/wiki/Pine_Bluff,_AR_Metropolitan_Statistical_Area	['Pine Bluff']
Arkansas	Little River	Little River County, Arkansas	/wiki/Little_River_County,_Arkansas	Texarkana, TX-AR Metropolitan Statistical Area	Texarkana, TX-AR Metropolitan Statistical Area	/wiki/Texarkana,_TX-AR_Metropolitan_Statistical_Area	['Texarkana']
